No,Business Name,Phone,Website,Email,Rating,Reviews,Address,Lead Score,Priority,Status,Contacted,Created Date,AI Generated Cold Email,_email_stats
11,Mongkok Computer Centre,+852 2781 0706,http://www.mongkokcc.com/,Email Not Found,3.7,822 reviews,"8號 Nelson St, Mong Kok, Hong Kong",75,🔥 High Priority,New,No,2026-07-15 18:47:51,"Subject: Amplify Your Brand in the Heart of Hong Kong

Hi Mongkok Computer Centre Team,

I came across your website, http://www.mongkokcc.com/, and noticed that you're a well-established player in the tech industry. As a business owner in a competitive market, I'm sure you're constantly looking for innovative ways to reach your target audience.

That's where lightfantastic.tv comes in. Our out-of-home advertising platform offers a unique opportunity to put your brand on the streets of Hong Kong, where over 7.5 million people pass through our screens every week. By partnering with us, you can increase brand awareness, drive foot traffic, and reach a wide demographic.

Our flexible packages allow you to reserve individual windows or purchase all four at a discounted rate, which can help you save against booking each window on its own. We're excited to offer a special promotion for Singles' Day, from November 5th to 11th, where you can rent one window for just HK$120,000.

If you're interested in exploring how lightfantastic.tv can help Mongkok Computer Centre reach new heights, please don't hesitate to reach out to us at hello@lightfantastic.tv. We'd be more than happy to schedule a call to discuss your goals and create a customized plan that suits your needs.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong. Put your brand on the streets of",
12,TDK Electronics Hong Kong Limited,+852 3669 8200,http://www.tdk-electronics.tdk.com/,teg.info@tdk.com,5,2 reviews,"Ste 2B-4, 20/F, Tower 5, China Hong Kong City, 33 Canton Rd, Tsim Sha Tsui, Hong Kong",90,🔥 High Priority,New,No,2026-07-15 18:47:51,"Subject Line: Elevate Your Brand's Visibility in Hong Kong

Dear TDK Electronics Hong Kong Limited Team,

I came across your website, http://www.tdk-electronics.tdk.com/, and was impressed with the quality of products and services you offer. As a leading brand in the electronics industry, you understand the importance of effective marketing strategies to reach your target audience.

At lightfantastic.tv, we specialize in out-of-home advertising in Hong Kong, providing businesses like yours with an opportunity to put your brand on the streets of this vibrant city. Our unique displays offer a captive audience, allowing you to connect with potential customers and drive brand awareness. By partnering with us, you can showcase your products and services to the right people at the right time, ultimately driving sales and revenue.

As we approach Singles' Day (5-11 Nov 2026), we're offering an exclusive promotion for new bookings: HK$120,000 per window. This is an unbeatable opportunity to reserve peak-season advertising space at a discounted rate. Don't miss out on this chance to amplify your brand's presence in Hong Kong.

If you're interested in learning more about how lightfantastic.tv can support your marketing efforts, I'd be happy to discuss further. Simply reply to this email at hello@lightfantastic.tv or give me a call to schedule a consultation.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv 
Out-of-home advertising, Hong Kong. Putting your brand on",
13,Fortress (Wai Fung Plaza Store),+852 9820 0327,https://www.fortress.com.hk/zh-hk/store/ftrhk_4780_ZT,Email Not Found,3.7,370 reviews,"Shop 4-6, G/F & Lower Levels 1 & 2, 664 Nathan Rd, Mong Kok, Hong Kong",75,🔥 High Priority,New,No,2026-07-15 18:47:51,"Subject: Unlock the Power of Outdoor Advertising in Hong Kong

Dear Fortress Team,

I came across your Wai Fung Plaza Store and was impressed by the excellent customer reviews you've received (3.7/5 stars). As a business owner, you must be looking for innovative ways to reach a wider audience and drive sales.

At lightfantastic.tv, we specialize in out-of-home advertising that puts your brand on the streets of Hong Kong. Our platform allows you to reserve multiple windows at once, ensuring a consistent brand presence throughout the city. This approach not only saves you time and money but also increases brand visibility and recognition.

Imagine your brand being seen by thousands of potential customers every day. With lightfantastic.tv, you can make that a reality. We're currently offering a special promotion for Singles' Day - book any window from November 5th to 11th for just HK$120,000. This is an unbeatable opportunity to amplify your brand presence during one of the busiest shopping periods of the year.

To take advantage of this offer, simply reply to this email or visit hello@lightfantastic.tv. Our team will be happy to assist you in setting up your outdoor advertising campaign.

Best regards,

Eason Kwok
Sales Representative, lightfantastic.tv
Out-of-home advertising, Hong Kong Put your brand on the streets of Hong Kong.",
14,Sony Store Mong Kok,+852 2833 5129,http://www.sony.com.hk/store/sonystore,Email Not Found,4.2,909 reviews,"L7-01舖, Langham Place Shopping Mall, 638號 Shanghai St, Mong Kok, Hong Kong",80,🔥 High Priority,New,No,2026-07-15 18:47:51,"Subject Line: Unlock Exclusive Out-of-Home Advertising Opportunities in Hong Kong

Dear Sony Store Mong Kok Team,

I hope this email finds you well. My name is Emily Wong, and I'm a sales representative from lightfantastic.tv, a leading out-of-home advertising platform in Hong Kong. We help brands like yours cut through the noise and reach their target audience on the streets of Hong Kong.

As a prominent electronics retailer in Mong Kok, I believe your store's visibility and brand awareness could be elevated further with our unique advertising solution. Our LED displays are strategically located across the city, offering unparalleled exposure to a captive audience. By partnering with us, you can increase foot traffic, drive sales, and reinforce your brand identity.

To celebrate Singles' Day, we're offering an exclusive promotion: from November 5th to 11th, you can reserve any of our four windows for a special rate of HK$120,000 per window. This is an unbeatable opportunity to make a lasting impression on your target audience.

If you're interested in learning more about how lightfantastic.tv can help Sony Store Mong Kok achieve your marketing goals, please don't hesitate to reach out to me at hello@lightfantastic.tv. I'd be more than happy to schedule a call to discuss further.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your brand on the streets of Hong Kong.",
15,Golden Computer Arcade,No Phone Number,https://gcamall.com.hk/,Email Not Found,4,15778 reviews,"146-152號, Fuk Wa St, Un Chau, Hong Kong",70,🔥 High Priority,New,No,2026-07-15 18:47:51,"Subject Line: Elevate Your Brand in Hong Kong's Busiest Areas

Dear Golden Computer Arcade Team,

I came across your business, Golden Computer Arcade, and was impressed by your 4-star rating and website (https://gcamall.com.hk/). As a representative from lightfantastic.tv, I'd like to introduce our innovative out-of-home advertising solution, designed to put your brand on the streets of Hong Kong.

Our light boxes are strategically located in high-traffic areas, ensuring maximum visibility for your brand. By partnering with us, you can effectively reach a wider audience and drive foot traffic to your stores. Our solution is perfect for businesses like yours, looking to create a lasting impression and stay ahead of the competition.

To support your marketing efforts, we're offering a special promotion for Singles' Day, from November 5th to 11th. For this limited period, you can reserve any of our four light boxes for an unbeatable price of HK$120,000 per window.

If you're interested in learning more about our out-of-home advertising solutions or would like to reserve your spot for Singles' Day, please don't hesitate to reach out to us at hello@lightfantastic.tv. We'd be happy to discuss your needs and provide a personalized quote.

Looking forward to hearing from you.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your brand on the streets of Hong Kong.",
16,"和興無線電行 (灣仔店) / Wo Hing Radio Co., Ltd. (Wanchai Shop)",+852 3420 0604,https://www.whr.hk/index.php?route=common/home,sales@whr.hk,3.6,37 reviews,"HK Hong Kong Island SHOP 323, 2F., 298 COMPUTER ZONE, 298 Hennessy Rd, Hong Kong",84,🔥 High Priority,New,No,2026-07-15 18:47:51,"Subject: Elevate Your Brand's Visibility on Hong Kong's Streets

Dear Wo Hing Radio Co., Ltd. (Wanchai Shop) Team,

I came across your business, 和興無線電行 (灣仔店), and was impressed by your 3.6-star rating on Google. As a business owner in a competitive industry, I'm sure you're constantly looking for innovative ways to reach your target audience and stand out from the crowd.

That's where lightfantastic.tv comes in – a cutting-edge out-of-home advertising platform that helps businesses like yours take their brand visibility to the next level. By reserving our windows, you can reserve the full peak season and save against booking each window on its own. Imagine having four prime locations in Hong Kong's busiest areas for HK$400,000 – a significant investment that yields long-term returns.

This Singles' Day, we're offering an unbeatable deal: book any of our windows between November 5th to 11th for just HK$120,000. Don't miss this opportunity to amplify your brand's presence and drive sales during one of the busiest shopping periods of the year.

If you're interested in learning more about how lightfantastic.tv can benefit your business, I'd love to schedule a call to discuss further. Simply reply to this email or reach out to us at hello@lightfantastic.tv.

Looking forward to hearing from you and helping Wo Hing Radio Co., Ltd. (W",
17,Mi Home (Chong Hing Square Store),+852 2698 8871,http://www.mi.com/hk/service/mihome/mongkok/,Email Not Found,4,5931 reviews,"地下D-F鋪, 601號 Nathan Rd, Mong Kok, Hong Kong",80,🔥 High Priority,New,No,2026-07-15 18:47:51,"Subject Line: Elevate Your Brand Story in Hong Kong's Bustling Streets

Dear Mi Home (Chong Hing Square Store) Team,

I came across your Chong Hing Square store and was impressed by the exceptional range of MI products you offer to your customers. As a business owner in one of Hong Kong's most vibrant areas, you understand the importance of creating an impact in the local market. That's where lightfantastic.tv comes in – we help businesses like yours reach a wider audience through out-of-home advertising in the heart of Hong Kong.

With our comprehensive LED display system, you can now put your brand on the streets of Hong Kong, increasing brand visibility and engagement with your target audience. Our flexible and dynamic advertising platform allows you to reserve the full peak season, saving you against booking each window on its own. We believe that our solution can significantly enhance your brand's presence in the city.

To make it even more exciting, we're running a special promotion for Singles' Day from November 5th to 11th, 2026. Book our LED display for just HK$120,000 per window. This is an incredible opportunity to amplify your brand message and drive sales during one of the busiest shopping periods of the year.

If you're interested in learning more about how lightfantastic.tv can elevate your brand story in Hong Kong, please don't hesitate to reach out to us at hello@lightfantastic.tv. We'd be delighted to discuss the details",
18,METEOR HK,+852 2392 0363,http://www.meteor.com.hk/,enquiry@meteor.com.hk,4.7,204 reviews,"9A, Lin Fook House, 3 Jardine's Cres, Causeway Bay, Hong Kong",100,🔥 High Priority,New,No,2026-07-15 18:47:51,"Subject: Reach New Heights with Lightfantastic.tv - Exclusive Offer for METEOR HK

Dear METEOR HK Team,

I came across your impressive 4.7-star rating on http://www.meteor.com.hk/ and was impressed by the innovative work you're doing. As a representative from lightfantastic.tv, I think our out-of-home advertising solutions could be a great fit to amplify your brand's presence in Hong Kong.

Our product, lightfantastic.tv, allows you to take control of the city's most coveted spots - from Causeway Bay to Tsim Sha Tsui - and reach a captive audience of millions. By booking our entire network, you can reserve the full peak season, save against individual bookings, and ensure consistent brand visibility throughout the year.

To celebrate Singles' Day, we're offering an exclusive deal for you: book any of our four windows from November 5th to 11th for just HK$120,000 per window. This is a unique opportunity to shine bright in the heart of Hong Kong and make a lasting impression on your target audience.

If you're interested in learning more about this limited-time offer or would like to discuss how lightfantastic.tv can help take your brand to new heights, please don't hesitate to reach out to us at hello@lightfantastic.tv.

Best regards,

Emily Wong
Sales Representative, lightfantastic.tv
Out-of-home advertising, Hong Kong Put your brand on the streets of Hong Kong",
19,英京 SK-HK (旺角店),+852 2391 5331,http://www.sk-hk.com/,hello@sk-hk.com,4,199 reviews,"8樓全層, Yau Shing Commercial Centre, 51號 Sai Yeung Choi St S, Mong Kok, Hong Kong",95,🔥 High Priority,New,No,2026-07-15 18:47:51,"Subject: Unlock the Power of Out-of-Home Advertising in Hong Kong

Hi 英京 SK-HK (旺角店) Team,

I came across your online store, http://www.sk-hk.com/, and was impressed by the great selection of products you offer. As a business owner in Mong Kok, I'm sure you're always looking for innovative ways to reach your target audience.

At lightfantastic.tv, we specialize in out-of-home advertising that puts your brand on the streets of Hong Kong. Our large format digital displays are strategically placed in high-traffic areas, catching the attention of over 2 million people daily. This unique platform allows you to engage with your customers, increase brand awareness, and drive foot traffic to your store.

We've helped numerous businesses in the area achieve remarkable results, and I believe your store, 英京 SK-HK (旺角店), would greatly benefit from our services. To celebrate Singles' Day, we're offering a special promotion: book any of our four windows for HK$120,000 each, from November 5th to 11th, 2026.

If you're interested in learning more about how lightfantastic.tv can help take your business to the next level, please don't hesitate to reach out to me at hello@lightfantastic.tv. I'd be more than happy to schedule a call to discuss your goals and explore how we can help.

Best regards,

Emily Wong
Sales Representative
light",
20,SquareWave HK 方浪音響,+852 3563 9535,http://www.squarewavehk.com/,squarewavehk@163.com,4.9,33 reviews,"RM616, 6F, Star House, 3 Salisbury Rd, Tsim Sha Tsui, Hong Kong",94,🔥 High Priority,New,No,2026-07-15 18:47:51,"Subject: Elevate Your Brand's Reach in Hong Kong with Lightfantastic.tv

Dear SquareWave HK 方浪音響 Team,

I've come across your exceptional audio services, and I must say, your 4.9-star rating on http://www.squarewavehk.com/ is a testament to your commitment to quality. As a local business, you understand the importance of reaching your target audience in the vibrant streets of Hong Kong.

That's where Lightfantastic.tv comes in – a pioneering out-of-home advertising platform that puts your brand directly in front of potential customers. Our network of high-impact displays allows you to reserve peak season slots and save against booking individual windows. With Lightfantastic.tv, you can elevate your brand's visibility and reach a massive audience.

To make it even more compelling, we're offering an exclusive Singles' Day promotion from November 5th to 11th, 2026, where you can secure a window for HK$120,000. This limited-time opportunity is perfect for businesses like yours looking to make a lasting impression.

Ready to take your brand to the streets of Hong Kong? Contact us at hello@lightfantastic.tv to reserve your window today and start reaching your target audience like never before.

Best regards,

Emily Wong
Sales Representative
Lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your brand on the streets of Hong Kong.",
21,Shun Hing Electronic Trading Co Ltd,+852 2733 3888,http://www.shunhinggroup.com/,cybersec@lfile.shunhinggroup.com,3.7,26 reviews,"14/F - 15/F, New East Ocean Centre, 9 Science Museum Rd, Tsim Sha Tsui, Hong Kong",84,🔥 High Priority,New,No,2026-07-15 18:47:51,"Subject: Elevate Your Brand with Out-of-Home Advertising in Hong Kong

Dear Shun Hing Electronic Trading Co Ltd Team,

I came across your company, Shun Hing Electronic Trading Co Ltd, and was impressed by your commitment to innovation and excellence in the electronics industry. As a representative from lightfantastic.tv, I'd like to introduce you to an exciting opportunity to take your brand to the next level through out-of-home advertising in Hong Kong.

Our screens are strategically located in high-traffic areas, providing unparalleled visibility for your brand. By partnering with us, you can increase brand awareness, drive foot traffic, and ultimately boost sales. Our screens have been proven to reach a diverse and engaged audience, making them an ideal platform for businesses like yours.

To make it even more compelling, we're offering a special promotion for Singles' Day from November 5th to 11th, 2026. Reserve any of our screens during this period and enjoy an unbeatable price of HK$120,000 per window. This is a limited-time offer you won't want to miss.

If you're interested in learning more about how lightfantastic.tv can help your business shine in Hong Kong, please don't hesitate to reach out to us at hello@lightfantastic.tv. We'd be delighted to discuss your marketing goals and explore how our out-of-home advertising solutions can help you achieve them.

Best regards,

Emily Wong
Sales Representative, lightfantastic.tv",
