No,Business Name,Phone,Website,Email,Rating,Reviews,Address,Lead Score,Priority,Status,Contacted,Created Date,AI Generated Cold Email
11,Hop Yik Tai,+852 2720 0239,https://hopyiktai.shop/,Website Unreachable,4,3288 reviews,"121號 Kweilin St, Sham Shui Po, Hong Kong",80,🔥 High Priority,New,No,2026-07-10 10:25:25,"Subject: Elevate Your Brand's Visibility in Hong Kong with Lightfantastic.tv

Dear Hop Yik Tai Team,

I came across your online store, hopyiktai.shop, and was impressed with the quality of your products and the 4-star rating you've received from your customers. As a business owner in Hong Kong, you understand the importance of standing out in a crowded market. That's where lightfantastic.tv comes in - we offer a unique out-of-home advertising solution that puts your brand on the streets of Hong Kong.

Our large-scale digital displays are strategically placed in prime locations, ensuring maximum visibility and reach for your target audience. By partnering with us, you can increase brand awareness, drive foot traffic to your store, and ultimately boost sales. Our flexible and customizable ad space allows you to tailor your message to suit your business goals.

To help you make a big splash this holiday season, we're offering a special promotion for Singles' Day, from November 5th to 11th. For just HK$120,000 per window, you can reserve our peak season slots and save against booking individual windows. This is an unbeatable opportunity to reach a massive audience and make a lasting impression.

If you're interested in learning more about how lightfantastic.tv can help Hop Yik Tai reach new heights, please don't hesitate to reach out to us at hello@lightfantastic.tv. We'd be happy to discuss a customized solution that fits your business needs."
12,"Tin Lung Heen | The Ritz-Carlton, Hong Kong",+852 2263 2270,https://www.ritzcarlton.com/en/hotels/hkgkw-the-ritz-carlton-hong-kong/dining/?scid=feed67b0-9a2f-4de1-8df6-114544116108,Email Not Found,4.5,836 reviews,"International Commerce Centre (ICC), 102/F, The Ritz-Carlton, Hong Kong, 1 Austin Rd W, Tsim Sha Tsui, Hong Kong",85,🔥 High Priority,New,No,2026-07-10 10:25:25,"Subject: Elevate Your Brand's Visibility in Hong Kong with Lightfantastic.tv

Dear Tin Lung Heen | The Ritz-Carlton, Hong Kong Team,

As a renowned dining establishment in Hong Kong, you understand the importance of creating memorable experiences for your guests. At lightfantastic.tv, we help businesses like yours make a lasting impression on the city's vibrant streets. Our out-of-home advertising solution offers a unique opportunity to engage with your target audience in a dynamic and eye-catching way.

By partnering with us, you can reserve the full peak season and enjoy significant savings compared to booking individual windows. Our exclusive offer is particularly appealing, with four windows available for HK$400,000. If you're looking for a more limited-term campaign, we're excited to announce a special promotion for Singles' Day (5-11 Nov 2026): HK$120,000 per window.

Don't miss this chance to amplify your brand's presence in Hong Kong. We'd love to discuss how lightfantastic.tv can support your marketing objectives. Get in touch with us at hello@lightfantastic.tv to explore further.

Best regards,

Emily Wong
Sales Representative, lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your brand on the streets of Hong Kong."
13,Hong Kong,No Phone Number,http://www.gov.hk/en/residents/,Email Not Found,N/A,0 reviews,N/A,45,⭐ Medium Priority,New,No,2026-07-10 10:25:25,"Subject Line: Unlock the Power of Out-of-Home Advertising in Hong Kong

Dear Hong Kong Team,

I'm reaching out from lightfantastic.tv, a leading out-of-home advertising platform in Hong Kong. As a government entity, you understand the importance of effective communication and visibility to engage with your audience. Our platform offers a unique opportunity to take your brand to the streets of Hong Kong, increasing your reach and impact.

Our network of four large format windows in strategic locations provides unparalleled visibility, allowing you to connect with the city's vibrant population. By advertising with us, you can reserve the full peak season and save against booking each window individually.

To celebrate Singles' Day, we're offering a special promotion from November 5th to 11th, 2026. For just HK$120,000 per window, you can take advantage of our premium advertising space and amplify your brand's message to the city.

If you're interested in learning more about our offerings and how lightfantastic.tv can help you achieve your marketing goals, please don't hesitate to reach out to us at hello@lightfantastic.tv. We'd be delighted to discuss further and explore how we can work together to make your brand shine in Hong Kong!

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your brand on the streets of Hong Kong."
14,Ding Dim 1968,+852 2326 1968,http://www.dingdim.com/,Email Not Found,4,1284 reviews,"59號 Wyndham St, Central, Hong Kong",80,🔥 High Priority,New,No,2026-07-10 10:25:25,"Subject: Boost Your Brand Visibility with LightFantastic.TV

Dear Ding Dim 1968 Team,

I came across your business while researching innovative restaurants in Hong Kong, and I must say, your 4-star rating and unique concept caught my attention. As a representative from LightFantastic.TV, I'd like to introduce our out-of-home advertising solution that can help take your brand to the next level.

Imagine projecting your brand's message onto four iconic locations in Hong Kong, reaching a vast and engaged audience. With LightFantastic.TV, you can reserve the full peak season and enjoy significant savings compared to booking each window individually. Our unique system allows you to create a lasting impression and drive brand awareness like never before.

To make it even more compelling, we're excited to offer a special promotion for Singles' Day (5-11 Nov 2026): HK$120,000 per window. This is an incredible opportunity to reach a massive audience and create a lasting impact on the streets of Hong Kong.

If you're interested in learning more about how LightFantastic.TV can elevate your brand, I invite you to reach out to us at hello@lightfantastic.tv. Our team would be delighted to discuss the details and explore how our solution can help Ding Dim 1968 achieve its marketing goals.

Best regards,

Emily Wong
Sales Representative
LightFantastic.TV
Out-of-home advertising, Hong Kong. Put your brand on the streets of Hong Kong."
15,Man Kee Cart Noodles,+852 9059 5104,http://www.mankeecartnoodles.com/,user@domain.com,3.8,2727 reviews,"地下, 121號 Fuk Wing St, Sham Shui Po, Hong Kong",90,🔥 High Priority,New,No,2026-07-10 10:25:25,"Subject Line: Elevate Your Brand with Out-of-Home Advertising in Hong Kong

Dear Man Kee Cart Noodles Team,

I came across your wonderful food cart, Man Kee Cart Noodles, while exploring Hong Kong's culinary scene. With a 3.8-star rating on your website, it's clear that you're doing something right! As a sales representative from lightfantastic.tv, I'm excited to introduce you to an innovative way to take your brand to the next level through out-of-home advertising in Hong Kong.

Our LED display network offers a unique opportunity to engage with your target audience in a crowded and competitive market. By partnering with us, you can reserve multiple windows at a discounted rate, ensuring maximum visibility and reach for your brand. Imagine having your logo and message displayed on the streets of Hong Kong, reaching thousands of potential customers every day.

To celebrate Singles' Day, we're offering a special promotion from November 5th to 11th: HK$120,000 per window. This is a limited-time opportunity to elevate your brand's presence in the city without breaking the bank.

If you're interested in learning more about how lightfantastic.tv can help Man Kee Cart Noodles reach new heights, please don't hesitate to reach out to us at hello@lightfantastic.tv. I'd be more than happy to schedule a call to discuss the details.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong"
16,ICHIRAN,+852 2369 4218,https://zh-cht.ichiran.com/shop/oversea/hongkong/tsimshatsui/,Email Not Found,4.1,3418 reviews,"Hong Kong, Tsim Sha Tsui, Minden Ave, 8號地庫B舖及地下入口大堂",80,🔥 High Priority,New,No,2026-07-10 10:25:25,"Subject: Elevate Your Brand in the Heart of Hong Kong

Dear ICHIRAN Team,

I hope this email finds you well. As a long-time fan of your ramen shop in Tsim Sha Tsui, I was impressed by the high rating of 4.1 on your website and the unique experience you offer to customers.

At lightfantastic.tv, we specialize in out-of-home advertising, putting your brand on the streets of Hong Kong. Our platform lets you reserve all four windows for a fixed period, saving you money compared to booking each window individually. This allows you to create a seamless brand experience throughout the city, increasing brand recognition and customer engagement.

As a business like ICHIRAN, you understand the importance of being top-of-mind for your target audience. That's where lightfantastic.tv comes in – we help you reach a wider audience, drive brand awareness, and ultimately drive sales.

To celebrate Singles' Day, we're offering a special promotion: book any window on lightfantastic.tv from November 5th to 11th and enjoy a discounted rate of HK$120,000 per window. Don't miss this opportunity to elevate your brand in the heart of Hong Kong.

If you're interested in learning more about how lightfantastic.tv can help ICHIRAN, I'd be happy to set up a call to discuss your goals and objectives.

Looking forward to hearing from you!

Best regards,

Emily Wong
Sales Representative
lightfant"
17,Tim Ho Wan,+852 2788 1226,http://www.timhowan.com.hk/,customercare.hk@timhowan.com,4.2,5933 reviews,"G/F & M/F, Ka Wui Building, 9-11 Fuk Wing St, Sham Shui Po, Hong Kong",95,🔥 High Priority,New,No,2026-07-10 10:25:25,"Subject: Elevate Your Brand Visibility in Hong Kong this Season

Dear Tim Ho Wan Team,

As a prominent Michelin-starred restaurant in Hong Kong, you've built a reputation for delicious dim sum and exceptional customer service. At lightfantastic.tv, we believe your brand deserves to shine on the streets of Hong Kong. That's why we offer out-of-home advertising solutions that put your brand front and center, where it matters most.

Our cutting-edge digital screens are strategically placed across Hong Kong, reaching millions of potential customers. By partnering with us, you can increase brand awareness, drive foot traffic, and ultimately boost sales. Our platform is designed to be flexible and engaging, making it easy for you to connect with your target audience.

This Singles' Day, we're offering a special promotion that you won't want to miss. From November 5th to 11th, you can reserve our digital screens for a discounted rate of HK$120,000 per window. This is a rare opportunity to reserve the full peak season and save against booking each window individually.

If you're interested in exploring this opportunity further, please don't hesitate to reach out to us at hello@lightfantastic.tv. Our team would be more than happy to discuss how lightfantastic.tv can help you achieve your marketing goals.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your brand on the streets of Hong Kong."
18,Yat Tung Heen - Eaton HK,+852 2710 1093,https://www.yattungheen.com/,user@domain.com,4.3,2120 reviews,"香港逸東酒店B2樓層 Level B2, Eaton HK 九龍, 380 Nathan Rd, Jordan, Hong Kong",95,🔥 High Priority,New,No,2026-07-10 10:25:25,"Subject Line: Elevate Your Brand's Visibility on Hong Kong's Streets

Dear Yat Tung Heen - Eaton HK,

I've been impressed by the exceptional dining experience you offer at Yat Tung Heen, as showcased on your website (https://www.yattungheen.com/). Your 4.3 rating is a testament to your commitment to quality and customer satisfaction. As a business owner in Hong Kong, you're likely always looking for innovative ways to reach new customers and reinforce your brand's presence in the city.

That's where lightfantastic.tv comes in - the ultimate out-of-home advertising platform that puts your brand on the streets of Hong Kong. Imagine having your message displayed across four high-traffic locations, maximizing your brand's visibility and impact. By partnering with us, you can reserve the full peak season and enjoy significant savings compared to booking each window individually.

To make it even more enticing, we're offering an exclusive promotion for Singles' Day: from November 5th to 11th, you can secure a window for HK$120,000, a steal compared to our regular pricing.

If you're interested in learning more about how lightfantastic.tv can help elevate your brand's visibility, I'd love to schedule a call to discuss further. Simply reply to this email or reach out to hello@lightfantastic.tv.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong | Put"
19,Secret Food Tours Hong Kong,No Phone Number,https://www.secretfoodtours.com/hong-kong/,u003ehongkong@secrettours.com,5,76 reviews,N/A,82,🔥 High Priority,New,No,2026-07-10 10:25:25,"Subject: Elevate Your Brand's Visibility in Hong Kong with lightfantastic.tv

Dear Secret Food Tours Hong Kong Team,

As a fan of your 5-star tours that uncover the hidden gems of Hong Kong's culinary scene, I'm excited to introduce you to lightfantastic.tv, the ultimate out-of-home advertising solution to amplify your brand's presence across the city.

Our digital billboard network offers a unique opportunity to reach a vast and engaged audience, perfectly complementing your existing marketing efforts. By partnering with us, you can increase brand awareness, drive foot traffic, and ultimately boost your sales. Our flexible and dynamic ad formats ensure that your message resonates with the right people at the right time.

To celebrate Singles' Day, we're offering an exclusive promotion: reserve one of our 4 stunning windows for just HK$120,000 from November 5th to 11th, 2026. This is a limited-time opportunity to save against booking each window individually and secure the peak season.

If you're interested in learning more about how lightfantastic.tv can elevate your brand's visibility in Hong Kong, please reply to this email at hello@lightfantastic.tv. I'd be delighted to schedule a call to discuss how our solutions can support your business goals.

Best regards,

Emily Wong
Sales Representative, lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your brand on the streets of Hong Kong."
20,Hing Kee Restaurant,+852 2384 3647,https://www.instagram.com/hingkeehk/,Email Not Found,3.7,3944 reviews,"15號 Temple St, Yau Ma Tei, Hong Kong",75,🔥 High Priority,New,No,2026-07-10 10:25:25,"Subject: Elevate Your Brand with Outdoor Advertising in Hong Kong

Dear Hing Kee Restaurant Team,

I hope this email finds you well. My name is Emily Wong, and I'm a sales representative from lightfantastic.tv, a leading out-of-home advertising platform in Hong Kong. We help businesses like yours reach their target audience and increase brand visibility through our network of digital screens across the city.

As a well-regarded restaurant in Hong Kong, Hing Kee Restaurant has built a loyal customer base, as evident from your 3.7-star rating on Instagram. We believe that our platform can help you take your brand to the next level by reaching a wider audience and driving more foot traffic to your restaurant.

Our screens are strategically located in high-traffic areas, ensuring maximum visibility and engagement with potential customers. By partnering with us, you can reserve our screens for the peak season and enjoy significant savings compared to booking individual windows.

To make it even more compelling, we're offering a special promotion for Singles' Day (5-11 Nov 2026). For just HK$120,000 per window, you can put your brand on the streets of Hong Kong and reach hundreds of thousands of potential customers.

If you're interested in learning more about how lightfantastic.tv can help Hing Kee Restaurant achieve its marketing goals, please don't hesitate to reach out to me at hello@lightfantastic.tv. I'd be more than happy to schedule a call to discuss the details.

Best"
21,Kushiro,+852 2957 8838,http://www.kushiro.com.hk/,Email Not Found,4.8,247 reviews,"HK 九龍 尖沙咀 Shop BW1,BW3&BW5,B1/F, The Peninsula Hotel, Salisbury Rd, Tsim Sha Tsui, Hong Kong",85,🔥 High Priority,New,No,2026-07-10 10:25:25,"Subject Line: Elevate Your Brand in the Heart of Hong Kong

Dear Kushiro Team,

I came across your exceptional business, Kushiro (http://www.kushiro.com.hk/), and was impressed by your 4.8-star rating. It's clear that you're committed to delivering top-notch services to your customers. As a professional in the out-of-home advertising space, I'd like to introduce you to lightfantastic.tv, a premier digital signage solution that can help take your brand to the next level.

Our network features four prominent windows in Hong Kong, offering a unique opportunity to reach a vast and engaged audience. By partnering with us, you can create a lasting impression, drive brand awareness, and ultimately, drive sales. Our solution is perfect for businesses like Kushiro that value innovation and effectiveness.

To make it even more exciting, we're running a special promotion for Singles' Day (November 5-11, 2026). For HK$120,000 per window, you can reserve a coveted spot and experience the benefits of our out-of-home advertising platform. This is an unbeatable deal that won't last long, so don't miss out!

If you're interested in learning more about how lightfantastic.tv can help Kushiro thrive, please don't hesitate to reach out to us at hello@lightfantastic.tv. We'd be delighted to schedule a call and discuss how our solution can meet your marketing goals.

Best regards,

Emily Wong"
22,Mama Munchies HK Kebab Pizza,+852 2151 5825,No Website,No Website,4.8,148 reviews,"CTR No, Double Set Commercial Centre, Shop 1 G/F, 37A - 37B Jordan Rd, Jordan, Hong Kong",65,⭐ Medium Priority,New,No,2026-07-10 10:25:25,"Subject: Elevate Your Brand's Visibility in Hong Kong with lightfantastic.tv

Dear Mama Munchies HK Kebab Pizza Team,

I've been following your business, and I must say, your 4.8-star rating is truly impressive! As a specialist in out-of-home advertising, I'd like to introduce you to lightfantastic.tv, the perfect platform to amplify your brand's presence in Hong Kong.

With lightfantastic.tv, you can take control of four high-visibility windows in the heart of Hong Kong for just HK$400,000 – a significant saving compared to booking each window individually. Our unique offering allows you to reserve the full peak season, giving you unparalleled exposure for your business.

As a food establishment with a strong reputation, I believe lightfantastic.tv can help you reach a wider audience, drive foot traffic, and ultimately boost sales. Imagine your brand showcased prominently to over 1 million people daily – it's an unbeatable opportunity to make a lasting impression.

To make the most of this chance, we're offering a special promotion during Singles' Day (5-11 Nov 2026): HK$120,000 per window. This is a limited-time offer that's too good to miss.

If you're interested in taking your business to the next level with lightfantastic.tv, please don't hesitate to reach out to us at hello@lightfantastic.tv. I'd be more than happy to discuss how we can work together to"
