No,Business Name,Phone,Website,Email,Rating,Reviews,Address,Lead Score,Priority,Status,Contacted,Created Date,AI Generated Cold Email
11,Hong Kong Hearts Medical Group,+852 3589 6758,https://hk-hearts.hk/,ivan@hdcourse.com,3.9,98 reviews,"15樓1510-1512A室, Ocean Centre, Harbour City, Canton Rd, Tsim Sha Tsui, Hong Kong",87,🔥 High Priority,New,No,2026-07-10 11:27:49,"Subject: Elevate Your Brand Presence in Hong Kong's Bustling Streets

Dear Hong Kong Hearts Medical Group Team,

I'm reaching out from lightfantastic.tv, the premier out-of-home advertising platform in Hong Kong. Our cutting-edge LED screens are strategically located across the city, engaging over 2 million daily commuters and providing unparalleled brand visibility.

As a healthcare provider, you understand the importance of reaching your target audience effectively. Our screens are designed to captivate and inform, making them an ideal platform for healthcare brands like yours to raise awareness, drive engagement, and build trust. By partnering with lightfantastic.tv, you can leverage our extensive reach to promote your services, events, or new initiatives, ultimately contributing to your patients' well-being and satisfaction.

To coincide with the upcoming Singles' Day (5-11 November 2026), we're offering an exclusive promotion: HK$120,000 per window, providing an unbeatable opportunity to amplify your brand's presence in Hong Kong. By reserving our screens during this peak period, you'll not only save on individual window bookings but also secure a prime spot to showcase your message.

If you're interested in learning more about this exciting offer or would like to schedule a consultation, please don't hesitate to reach out to us at hello@lightfantastic.tv.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your brand on the streets of Hong Kong."
12,Hk Medical Consultation Health Clinic,+852 2134 1688,No Website,No Website,5,1 reviews,"RM. 1601-1604. 16/F238. 238 centre, Nathan Rd, Jordan, Hong Kong",55,⭐ Medium Priority,New,No,2026-07-10 11:27:49,"Subject: Elevate Your Brand's Visibility in Hong Kong with lightfantastic.tv

Dear Hk Medical Consultation Health Clinic Team,

I came across your business and noticed your excellent 5-star rating. As a healthcare service provider, it's essential to reach out to your target audience effectively. That's where lightfantastic.tv comes in – we offer a unique out-of-home advertising solution that puts your brand on the streets of Hong Kong.

Our network of four windows provides a massive reach and frequency, allowing you to connect with your audience in multiple touchpoints. By reserving our full peak season, you can save against booking each window individually, making it a cost-effective solution for your business.

To help you make the most of this opportunity, we're excited to announce our special offer for Singles' Day: from November 5th to 11th, you can book each window at an unbeatable price of HK$120,000.

If you're interested in learning more about how lightfantastic.tv can help elevate your brand's visibility in Hong Kong, please don't hesitate to reach out to us at hello@lightfantastic.tv. We'd be delighted to schedule a call and discuss how our solution can meet your marketing objectives.

Looking forward to hearing from you.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your brand on the streets of Hong Kong."
13,Hong Kong Plus Health Care Medical Centre,No Phone Number,No Website,No Website,N/A,0 reviews,"Hong Kong, Tsim Sha Tsui, Canton Rd, 33號",30,💡 Low Priority,New,No,2026-07-10 11:27:49,"Subject: Elevate Your Brand in Hong Kong with Lightfantastic.tv

Dear Hong Kong Plus Health Care Medical Centre Team,

I hope this email finds you well. My name is Emily Wong, and I'm a sales representative from lightfantastic.tv, Hong Kong's leading out-of-home advertising platform. We help businesses like yours reach a wider audience and increase brand awareness on the streets of Hong Kong.

At lightfantastic.tv, we believe that effective advertising should be both impactful and cost-efficient. Our solution allows you to reserve multiple windows at a discounted rate, making it an ideal choice for businesses looking to make a lasting impression. With our platform, you can reserve the entire peak season and save compared to booking individual windows.

As a healthcare provider, you understand the importance of building trust and credibility with your target audience. By partnering with us, you'll be able to reach thousands of potential customers and establish your brand as a thought leader in the industry.

To celebrate Singles' Day, we're offering a special promotion: book a single window with us from November 5th to 11th, and you'll enjoy a discounted rate of HK$120,000.

If you're interested in learning more about how lightfantastic.tv can help your business thrive, please don't hesitate to contact me at hello@lightfantastic.tv. I'd be more than happy to schedule a call to discuss your advertising goals and create a tailored solution for you.

Best regards,

Emily Wong
Sales Representative"
14,香港醫學痛症治療協會 (Hong Kong Medical Pain Management Association),+852 6366 5550,https://www.hkmpm.com/,Email Not Found,4.5,52 reviews,"Tower A, 19樓1903-05室 美麗華廣場1期 Mira Place, Nathan Rd, Tsim Sha Tsui, Hong Kong",82,🔥 High Priority,New,No,2026-07-10 11:27:49,"Subject: Reach the Right Audience in Hong Kong with Lightfantastic.tv

Dear 香港醫學痛症治療協會 Team,

I came across your website, https://www.hkmpm.com/, and was impressed by the excellent work you're doing in promoting medical pain management in Hong Kong. As a marketer, I understand the importance of effectively reaching your target audience, and that's where Lightfantastic.tv comes in.

Lightfantastic.tv offers an innovative out-of-home advertising solution that allows you to put your brand on the streets of Hong Kong, literally. With our network of high-visibility digital screens strategically located across the city, you can showcase your message to the right people at the right time. Our platform has been proven to drive brand awareness, generate leads, and increase sales for businesses across various industries.

Considering your association's mission to provide expert medical care, I believe our advertising solution can help raise awareness about your services and attract potential patients. Our platform's flexibility and targeting capabilities ensure that your message reaches those who matter most to your business.

To celebrate Singles' Day, we're offering an exclusive promotion for new customers: HK$120,000 per window, available from November 5th to 11th. This is a unique opportunity to reserve prime ad space and achieve significant cost savings compared to booking individual windows.

If you're interested in learning more about how Lightfantastic.tv can help your association grow, I invite you to reach out to us at hello@"
15,Hong Kong Calmness Medical Company Limited,+852 9882 0527,No Website,No Website,N/A,0 reviews,"Room 1101, 11/F, 9-15 Bute St, Mong Kok, Hong Kong",40,⭐ Medium Priority,New,No,2026-07-10 11:27:49,"Subject: Elevate Your Brand in Hong Kong with Lightfantastic.tv

Dear Hong Kong Calmness Medical Company Limited Team,

I came across your business and was impressed by your commitment to promoting calmness and well-being in Hong Kong. As a professional in the out-of-home advertising industry, I'd like to introduce you to Lightfantastic.tv, a cutting-edge platform that helps businesses like yours reach their target audience effectively.

Our platform offers a unique opportunity to showcase your brand on four prominent windows in Hong Kong's vibrant streets. By reserving the full peak season, you can save against booking each window separately, making it a cost-effective solution for your marketing strategy.

As we approach Singles' Day (5-11 Nov 2026), we're offering an exclusive promotion: HK$120,000 per window. This is a fantastic chance to amplify your brand's presence in Hong Kong and connect with a wider audience.

If you're interested in learning more about how Lightfantastic.tv can help your business thrive, please don't hesitate to reach out to us at hello@lightfantastic.tv. Our team would be delighted to schedule a call and discuss how we can work together to elevate your brand.

Best regards,

Emily Wong
Sales Representative
Lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your brand on the streets of Hong Kong."
16,Hong Kong International Medical and Health Centre,+852 2129 0210,No Website,No Website,N/A,0 reviews,"Shop s202, 啟德郵輪碼頭, 33 Shing Fung Rd, Kowloon Bay, Hong Kong",40,⭐ Medium Priority,New,No,2026-07-10 11:27:49,"Subject: Elevate Your Brand's Visibility in Hong Kong with LightFantastic.tv

Dear Hong Kong International Medical and Health Centre Team,

I hope this email finds you well. As a representative from LightFantastic.tv, I've been following the excellent work you're doing in providing medical and health services to the community. I'd like to introduce our out-of-home advertising platform that can help amplify your brand's presence in Hong Kong.

Our digital screens are strategically placed in four prominent locations, allowing you to reach a vast audience with your message. By taking all four windows, you can reserve the full peak season and save against booking each window on its own. This is an excellent opportunity to make a lasting impression on your target audience and increase brand awareness.

To coincide with Singles' Day, we're offering a special promotion: from November 5th to 11th, 2026, you can book each window for HK$120,000. This is an unbeatable deal that will help you maximize your brand's visibility during this festive period.

If you're interested in learning more about how LightFantastic.tv can benefit your business, please don't hesitate to reach out to us at hello@lightfantastic.tv. Our team would be delighted to discuss the details and answer any questions you may have.

Best regards,

Emily Wong
Sales Representative, LightFantastic.tv
Out-of-home advertising, Hong Kong | Put your brand on the streets of Hong Kong | hello@lightfantastic.tv | lightfant"
17,HK MEDICAL,+852 2147 3838,No Website,No Website,N/A,0 reviews,"8 樓, 8 Wyndham Street, Wyndham St, Central, Hong Kong",40,⭐ Medium Priority,New,No,2026-07-10 11:27:49,"Subject: Unlock Your Brand's Potential on Hong Kong's Streets

Dear HK MEDICAL Team,

I came across your business and was impressed by your commitment to delivering exceptional healthcare services to the community. As a seasoned sales representative from lightfantastic.tv, I'd like to introduce you to an innovative out-of-home advertising solution that can help you reach your target audience more effectively.

Our digital screens are strategically placed across Hong Kong, providing unparalleled visibility and engagement with your brand. By partnering with us, you can create a lasting impression on your customers, increase brand awareness, and drive foot traffic to your business.

Imagine being able to connect with your audience in a more personal and impactful way, showcasing your brand's unique story and values. Our platform allows you to do just that, with customizable ad campaigns that can be tailored to your specific needs and goals.

To celebrate Singles' Day, we're offering a special promotion from November 5th to 11th. For just HK$120,000 per window, you can reserve a prime spot for your brand to shine. This is an incredible opportunity to reserve the full peak season and save against booking each window individually.

If you're interested in learning more about how lightfantastic.tv can help your business thrive, please don't hesitate to reach out. Contact us at hello@lightfantastic.tv to schedule a consultation and take the first step towards elevating your brand's presence in Hong Kong.

Best regards,

Emily Wong
Sales Representative
lightfant"
18,Central Health Medical Practice,+852 2824 0822,http://www.centralhealth.com.hk/,enquiries.ss@centralhealth.com.hk,4,74 reviews,"37th Floor, New World Tower, 16-18 Queen's Road Central, Central, Hong Kong",92,🔥 High Priority,New,No,2026-07-10 11:27:49,"Subject: Elevate Your Brand in Hong Kong with Lightfantastic.tv

Dear Central Health Medical Practice Team,

I came across your esteemed medical practice, and I'm impressed by your 4-star rating and commitment to providing top-notch healthcare services in Hong Kong. As a business that prioritizes the well-being of its patients, I believe you understand the importance of effective branding and reaching out to your target audience.

At lightfantastic.tv, we specialize in out-of-home advertising that puts your brand on the streets of Hong Kong, literally. Our innovative approach allows you to take control of four prime windows at a fixed price of HK$400,000, providing you with a strategic advantage over competing for individual window bookings.

As a forward-thinking medical practice, you may be interested in our latest offer for Singles' Day (5-11 Nov 2026). Book now and secure a prime window for HK$120,000 - a one-time chance to amplify your brand's visibility and engage with a large audience.

If you're ready to elevate your brand presence in Hong Kong, I invite you to reply to this email at hello@lightfantastic.tv or schedule a call to discuss further. I'd be delighted to help you unlock the full potential of outdoor advertising.

Best regards,

Emily Wong
Sales Representative
Lightfantastic.tv - Out-of-home advertising, Hong Kong Put your brand on the streets of Hong Kong."
19,Hong Kong Museum of Medical Sciences,+852 2549 5123,http://www.hkmms.org.hk/,Email Not Found,4.1,861 reviews,"2號 Caine Ln, Sheung Wan, Hong Kong",80,🔥 High Priority,New,No,2026-07-10 11:27:49,"Subject: Elevate Your Marketing Reach in Hong Kong with Lightfantastic.tv

Dear Hong Kong Museum of Medical Sciences Team,

I came across your esteemed museum and was impressed by the valuable knowledge and experiences you share with the community. As a representative from lightfantastic.tv, I'd like to introduce you to a unique out-of-home advertising solution that can help amplify your brand's visibility in Hong Kong.

At lightfantastic.tv, we offer a cutting-edge digital signage network that can reach thousands of people daily. Our screens are strategically placed in high-traffic areas, allowing your brand to connect with the right audience. By partnering with us, you can create impactful campaigns that drive engagement, boost brand awareness, and ultimately, drive foot traffic to your museum.

During the peak season, securing individual windows can be costly. However, with lightfantastic.tv, you can reserve the full season and enjoy significant savings – we're offering a special promotion for Singles' Day, from 5 to 11 Nov 2026, at an unbeatable price of HK$120,000 per window. This is a limited-time opportunity to elevate your marketing efforts and reach a wider audience.

If you're interested in learning more about how lightfantastic.tv can benefit your museum, I'd be happy to schedule a call. Please feel free to reply to this email or contact us directly at hello@lightfantastic.tv.

Best regards,

Emily Wong
Sales Representative
Lightfantastic.tv
Out-of-home"
20,HK MEDICAL,+852 2892 1766,No Website,No Website,N/A,0 reviews,"Hong Kong, HK 銅鑼灣廣場二期, 12 樓",40,⭐ Medium Priority,New,No,2026-07-10 11:27:49,"Subject: Elevate Your Brand in the Heart of Hong Kong

Dear HK MEDICAL Team,

As a local business, you understand the importance of visibility and reach in the competitive Hong Kong market. That's why I'd like to introduce lightfantastic.tv, a cutting-edge out-of-home advertising platform that puts your brand on the streets of Hong Kong.

Our innovative window displays are strategically located in key areas, providing maximum exposure to your target audience. By partnering with lightfantastic.tv, you can effectively reach potential customers, raise brand awareness, and drive business growth.

In particular, our platform can benefit businesses like yours by:

- Increasing brand visibility and credibility
- Targeting specific demographics and interests
- Measuring campaign effectiveness with real-time analytics

To celebrate Singles' Day, we're offering a special promotion from November 5th to 11th: each window display will be available for just HK$120,000. This is a unique opportunity to reserve a window and experience the benefits of out-of-home advertising at an unbeatable price.

If you're interested in learning more about how lightfantastic.tv can help HK MEDICAL reach new heights, please don't hesitate to contact me at hello@lightfantastic.tv.

Best regards,

Emily Lee
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong - Put your brand on the streets of Hong Kong."
21,HKSH Healthcare - Family Medicine and Primary Care Centre (Taikoo),+852 2563 6655,http://www.hksh-healthcare.com/,Email Not Found,3.2,40 reviews,"A-C, The Splendid Place, 39 Tai Koo Shing Rd, Quarry Bay, Hong Kong",64,⭐ Medium Priority,New,No,2026-07-10 11:27:49,"Subject: Elevate Your Brand Visibility in Hong Kong with lightfantastic.tv

Hi HKSH Healthcare - Family Medicine and Primary Care Centre (Taikoo) Team,

I came across your excellent services at http://www.hksh-healthcare.com/ and was impressed by your commitment to providing quality healthcare in Taikoo. As a leading healthcare provider in Hong Kong, I'm sure you understand the importance of effective marketing to reach your target audience.

That's where lightfantastic.tv comes in – a cutting-edge out-of-home advertising platform that helps businesses like yours connect with the right people in the right places. Our innovative technology transforms the city's busiest locations into dynamic display screens, showcasing your brand to an engaged and receptive audience.

By partnering with lightfantastic.tv, you can increase brand awareness, drive foot traffic, and ultimately, drive sales. Our platform offers a unique opportunity to reserve the full peak season and save against booking each window on its own – a valuable investment for any forward-thinking business.

To celebrate Singles' Day, we're offering an exclusive deal from 5th to 11th November 2026: HK$120,000 per window. Don't miss this chance to elevate your brand's visibility in Hong Kong for a fraction of the usual cost.

If you're interested in learning more about how lightfantastic.tv can help your business thrive, please don't hesitate to reach out to us at hello@lightfantastic.tv.

Looking forward to hearing from you"
22,HKSH Healthcare Family Medicine and Primary Care Centre (Central),+852 2523 7887,http://www.hksh-healthcare.com/,Email Not Found,3.4,9 reviews,"1/F, 33 Des Voeux Rd Central, Central, Hong Kong",62,⭐ Medium Priority,New,No,2026-07-10 11:27:49,"Subject Line: Elevate Your Brand in the Heart of Hong Kong

Dear HKSH Healthcare Family Medicine and Primary Care Centre (Central) Team,

I came across your excellent healthcare services at http://www.hksh-healthcare.com/ and was impressed by the quality care you provide to the community. As a sales representative of lightfantastic.tv, I'm excited to share with you an innovative way to reach and engage with your target audience in the heart of Hong Kong.

Our out-of-home advertising platform allows you to put your brand on the streets of Hong Kong, increasing brand awareness and driving foot traffic to your business. With lightfantastic.tv, you can reserve four prime windows for a total of HK$400,000, saving you against booking each window on its own. This comprehensive approach helps you to reach a larger audience, build brand recognition, and establish your presence in the competitive Hong Kong market.

To help you make the most of the peak season, we're offering a special promotion on Singles' Day (5-11 Nov 2026). Book any or all of our windows for HK$120,000 per window and take advantage of this limited-time opportunity to elevate your brand.

If you're interested in learning more about how lightfantastic.tv can support your business objectives, I'd be happy to schedule a call to discuss further. Simply reply to this email or reach out to us at hello@lightfantastic.tv.

Best regards,

Emily Wong
Sales Representative
light"
