No,Business Name,Phone,Website,Email,Rating,Reviews,Address,Lead Score,Priority,Status,Contacted,Created Date,AI Generated Cold Email
11,Chinavasion Wholesale Gadgets,+852 2724 7058,https://www.chinavasion.com/,Email Not Found,4.8,288 reviews,"Bright Way Tower, 33 Mong Kok Rd, Mong Kok, Hong Kong",85,🔥 High Priority,New,No,2026-07-10 10:37:41,"Subject: Elevate Your Brand in Hong Kong with lightfantastic.tv

Hi Chinavasion Wholesale Gadgets Team,

I came across your website, https://www.chinavasion.com/, and was impressed by your 4.8-star rating and wide selection of gadgets. As a business that values innovation and customer satisfaction, I think you'll appreciate the benefits of out-of-home advertising in Hong Kong.

At lightfantastic.tv, we offer a unique opportunity to showcase your brand on the streets of Hong Kong, reaching a diverse audience and driving engagement. By reserving our windows, you can:

* Reserve the full peak season and secure your spot before it's gone
* Save by taking all four windows at once

To celebrate Singles' Day, we're offering an exclusive discount:

* HK$120,000 per window from November 5th to 11th, 2026

This is a limited-time offer you won't want to miss. Reserve your spot today and elevate your brand in Hong Kong.

If you're interested in learning more, please don't hesitate to reach out to us at hello@lightfantastic.tv.

Best regards,
Emily Wong
Sales Representative, lightfantastic.tv"
12,Sun Rich(Hong Kong),+852 9140 6664,https://www.sunrichhkltd.com/,aec31088a6fb4f6eafac028a91e1cf21@o769852.ingest.sentry.io,4.6,10 reviews,"2樓218-220鋪, W Plaza, President Commercial Centre, 602-608號 Nathan Rd, Mong Kok, Hong Kong",92,🔥 High Priority,New,No,2026-07-10 10:37:41,"Subject: Elevate Your Brand in the Heart of Hong Kong

Dear Sun Rich(Hong Kong) Team,

I hope this email finds you well. As a representative from lightfantastic.tv, I've been impressed by your company's impressive 4.6-star rating on your website. It's clear that your team is dedicated to delivering exceptional service to your customers.

At lightfantastic.tv, we specialize in out-of-home advertising, helping businesses like yours to reach and engage with their target audience in the streets of Hong Kong. Our eye-catching displays can be seen by millions of people, making us the perfect partner for businesses looking to boost brand awareness and drive sales.

By partnering with us, you can reserve our four windows for a fixed price of HK$400,000, saving you money compared to booking each window individually. But, for a limited time, we have a special offer just for you. From November 5th to 11th, our Singles' Day promotion brings you an unbeatable deal: HK$120,000 per window. This is an excellent opportunity to reach your audience during one of the busiest shopping periods of the year.

If you're interested in learning more about how lightfantastic.tv can help your business shine in Hong Kong, I'd love to schedule a call to discuss further. Simply reply to this email or reach out to hello@lightfantastic.tv to get started.

Looking forward to hearing from you.

Best regards,

Emily Wong
Sales Representative"
13,Ping Kee Watch Co.,+852 6419 6331,No Website,No Website,4.9,80 reviews,"Li Yuen St W, Central, Hong Kong",62,⭐ Medium Priority,New,No,2026-07-10 10:37:41,"Subject: Unlock Peak Season with Our Unique Outdoor Advertising Solution

Dear Ping Kee Watch Co. Team,

I came across your exceptional 4.9-star rating and was impressed by your commitment to quality. As a sales representative at lightfantastic.tv, I believe our out-of-home advertising solution can help further elevate your brand presence in Hong Kong.

Our innovative platform allows you to reach a massive audience by displaying your brand on four strategically located windows. By reserving all four, you can save against booking each window individually and secure the full peak season. This is an excellent opportunity to maximize your brand's visibility and stay ahead of the competition.

We're currently running a special promotion, Singles' Day, from November 5th to 11th. During this period, you can secure a window for just HK$120,000. Don't miss out on this chance to reach a vast audience and drive brand awareness.

If you're interested in learning more about how lightfantastic.tv can benefit your business, I invite you to reach out to us at hello@lightfantastic.tv. Our team would be delighted to schedule a call to discuss your marketing goals and develop a tailored solution that meets your needs.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your brand on the streets of Hong Kong."
14,"Grace Technology Co., Ltd.",+852 2388 7168,https://shop.price.com.hk/wellpower/,Website Unreachable,3.7,3 reviews,"Sim City, 2/F, 224 & 235, Hong Kong",65,⭐ Medium Priority,New,No,2026-07-10 10:37:41,"Subject Line: Unlock the Power of Out-of-Home Advertising in Hong Kong

Dear Grace Technology Co., Ltd. Team,

I hope this email finds you well. My name is Emily from lightfantastic.tv, and I've been following your business for some time now. I must say, I'm impressed with the products you offer on your website at https://shop.price.com.hk/wellpower/. Your 3.7-star rating on the platform is a testament to the quality of your services.

At lightfantastic.tv, we specialize in out-of-home advertising in Hong Kong, putting your brand where it matters most – on the streets. Our unique and eye-catching displays are designed to capture the attention of your target audience, increasing brand awareness and driving sales. By partnering with us, you can take your marketing efforts to the next level.

Now, I'd like to offer you an exclusive opportunity to reserve our peak season slots at an unbeatable price. From November 5th to 11th, we're running a special promotion for Singles' Day – take any of our four windows for just HK$120,000 per window. This is a limited-time offer you won't want to miss.

If you're interested in learning more about how lightfantastic.tv can help your business thrive, please don't hesitate to reach out. Simply reply to this email or drop us a line at hello@lightfantastic.tv.

Looking forward to hearing from you and exploring how we can"
15,Kowloon West II Battery,No Phone Number,No Website,No Website,3.8,38 reviews,"22 Austin Rd, Tsim Sha Tsui, Hong Kong",39,💡 Low Priority,New,No,2026-07-10 10:37:41,"Subject: Elevate Your Brand Visibility in Hong Kong with lightfantastic.tv

Hi Kowloon West II Battery Team,

I came across your business and was impressed by your 3.8-star rating. As a local business, I'm sure you're always looking for innovative ways to reach your target audience. That's where lightfantastic.tv comes in – a unique out-of-home advertising platform that puts your brand on the streets of Hong Kong.

Our digital window displays can engage passersby, create brand awareness, and drive foot traffic to your store. By reserving our entire network, you'll not only save but also secure the best peak season spots for your business. And, with our user-friendly interface, you can easily manage and update your content at any time.

This Singles' Day, we're offering a special deal – book any of our windows for just HK$120,000 (5-11 Nov). Don't miss this opportunity to amplify your brand's visibility and drive sales.

If you're interested in learning more or booking a window, please reach out to us at hello@lightfantastic.tv. We'd be happy to discuss how our platform can benefit your business.

Best regards,

Emily Cheung
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your brand on the streets of Hong Kong."
16,iDeal Shop Hk - 電子飛鏢靶 Mac Case 手機配件用品專門店,+852 2728 2826,http://www.idealshop.com.hk/,aec31088a6fb4f6eafac028a91e1cf21@o769852.ingest.sentry.io,4.8,40 reviews,"21樓2111 鋪, Pakpolee Commercial Centre, 1A Sai Yeung Choi St S, Mong Kok, Hong Kong",94,🔥 High Priority,New,No,2026-07-10 10:37:41,"Subject Line: Elevate Your Brand's Visibility in Hong Kong's Busiest Streets

Dear iDeal Shop Hk - 電子飛鏢靶 Mac Case 手機配件用品專門店 Team,

I came across your excellent e-commerce platform at http://www.idealshop.com.hk/ and noticed that you have a 4.8-star rating - a testament to your dedication to providing top-notch products and services to your customers. As a business owner, you understand the importance of effectively reaching your target audience and increasing brand awareness.

At lightfantastic.tv, we specialize in out-of-home advertising solutions that help businesses like yours put their brand on the streets of Hong Kong. Our unique, large-scale digital displays offer unparalleled visibility and engagement opportunities, helping you to reach a wider audience and drive sales.

To celebrate Singles' Day, we're offering an exclusive promotion from November 5th to 11th, 2026. Book any of our four available windows for just HK$120,000 - a significant discount compared to taking each window individually. This is an ideal opportunity to reserve the full peak season and maximize your brand's exposure.

If you're interested in learning more about this limited-time offer or would like to discuss how lightfantastic.tv can support your marketing goals, please don't hesitate to reach out to us at hello@lightfantastic.tv.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong"
17,Lionrock Batteries Ltd,+852 9364 6349,No Website,No Website,N/A,0 reviews,"2A, 68 Sung Wong Toi Rd, Ma Tau Kok, Hong Kong",40,⭐ Medium Priority,New,No,2026-07-10 10:37:41,"Subject: Elevate Your Brand on Hong Kong's Streets

Hi Lionrock Batteries Ltd Team,

I came across your business and was impressed by your commitment to quality products. As a representative of lightfantastic.tv, I'd like to introduce you to a unique opportunity to amplify your brand's visibility in Hong Kong.

Our digital billboard network, lightfantastic.tv, allows you to reach a massive audience on the streets of Hong Kong. With our platform, you can showcase your brand's message, promotions, or products to a captive audience. By advertising with us, you can increase brand awareness, drive foot traffic, and ultimately boost sales.

We've seen remarkable results with businesses like yours, who have utilized our platform to reach new customers and stay top-of-mind in a competitive market. Our out-of-home advertising solution provides a tangible and engaging way to connect with your target audience.

To celebrate Singles' Day, we're offering an exclusive promotion from November 5th to 11th. For just HK$120,000 per window, you can secure a prominent spot on our network and make a lasting impression on Hong Kong's streets.

If you're interested in learning more about how lightfantastic.tv can help your business thrive, I'd be happy to schedule a call to discuss further. Please don't hesitate to reach out to me at hello@lightfantastic.tv.

Best regards,

Emily Wong
Sales Representative, lightfantastic.tv
Out-of-home advertising, Hong Kong |"
18,Hi-Speed Electrical Co.,+852 9495 4694,https://www.facebook.com/hispeedrepair/,Email Not Found,4.8,32 reviews,"Hong Kong, Yau Ma Tei, Sai Yeung Choi St S, 1 A號百寶利商業中心2209室",79,🔥 High Priority,New,No,2026-07-10 10:37:41,"Subject Line: Reach the Right Audience, Right Where They Are

Dear Hi-Speed Electrical Co. Team,

I came across your Facebook page and was impressed with the excellent 4.8 rating you've maintained for your electrical services. I'd love to help you take your marketing efforts to the next level.

At lightfantastic.tv, we specialize in out-of-home advertising solutions that put your brand on the streets of Hong Kong. Our unique product offers a one-of-a-kind opportunity to capture the attention of passersby with our LED displays installed on all four windows of iconic buildings. By reserving the entire peak season, you can save against booking each window individually, making it a more cost-effective solution for your business.

As a business like Hi-Speed Electrical Co., you understand the importance of reaching your target audience effectively. Lightfantastic.tv helps you achieve this goal by placing your brand in front of a vast and captive audience, increasing brand awareness and driving sales. Our product has been designed to help businesses like yours succeed in a competitive market.

To celebrate Singles' Day, we're offering a special promotion from November 5th to 11th, 2026. For just HK$120,000 per window, you can secure a spot on our LED displays and reach thousands of potential customers.

If you're interested in learning more about how lightfantastic.tv can benefit your business, I'd be more than happy to set up a call to discuss the details. Please don't hesitate"
19,Mi Home (Chong Hing Square Store),+852 2698 8871,http://www.mi.com/hk/service/mihome/mongkok/,Email Not Found,4,5929 reviews,"地下D-F鋪, 601號 Nathan Rd, Mong Kok, Hong Kong",80,🔥 High Priority,New,No,2026-07-10 10:37:41,"Subject: Elevate Your Brand with Outdoor Advertising in Hong Kong

Dear Mi Home (Chong Hing Square Store) Team,

I came across your Mi Home store in Chong Hing Square and was impressed by the excellent service you provide to your customers. As a business owner in a bustling area like Mong Kok, you understand the importance of reaching out to your target audience effectively.

At lightfantastic.tv, we specialize in out-of-home advertising in Hong Kong, helping businesses like yours to increase brand awareness, drive foot traffic, and boost sales. Our unique digital screens are strategically located in high-traffic areas, providing an unparalleled opportunity to showcase your brand to a massive audience.

To help you make the most of the upcoming peak season, we're offering a special promotion for Singles' Day from November 5th to 11th. You can reserve all four windows for an unbeatable price of HK$120,000, saving you money compared to booking each window individually.

This is a fantastic opportunity to elevate your brand and reach a wider audience in Hong Kong. If you're interested in learning more about our services and how we can help your business thrive, please don't hesitate to reach out to us at hello@lightfantastic.tv.

Best regards,

Emily Wong
Business Development Manager
lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your brand on the streets of Hong Kong."
20,鴻興公司 Bob Lai & Co. (BLC Online / Bob Lai HK),+852 9585 7377,http://www.boblai.hk/,message.boblai@gmail.com,4.9,29 reviews,"Shop 2 - 290, 2/F, CKE Shopping Mall, 40 Nathan Rd, Tsim Sha Tsui, Hong Kong",94,🔥 High Priority,New,No,2026-07-10 10:37:41,"Subject: Elevate Your Brand's Visibility in Hong Kong with lightfantastic.tv

Hi Bob Lai & Co. Team,

I came across your website, http://www.boblai.hk/, and was impressed with the high rating of 4.9. It's clear that you're dedicated to providing excellent services to your clients. As a leading online presence, I believe your business would be a great fit for our out-of-home advertising platform, lightfantastic.tv.

Our platform offers an unparalleled opportunity to reach a massive audience in Hong Kong, putting your brand right at the heart of the city's vibrant streets. By advertising with us, you'll not only increase brand awareness but also drive foot traffic to your business.

At lightfantastic.tv, we understand the importance of effective advertising, especially during peak seasons. That's why we're excited to announce an exclusive Singles' Day offer from November 5th to 11th, 2026. For just HK$120,000 per window, you can reserve a spot and take advantage of the high foot traffic during this busy period.

Don't miss this opportunity to elevate your brand's visibility and reach a wider audience. If you're interested in learning more about lightfantastic.tv and how we can help your business thrive, please don't hesitate to reach out to us at hello@lightfantastic.tv.

Best regards,
Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong
Put"
21,Fortress (Wai Fung Plaza Store),+852 9820 0327,https://www.fortress.com.hk/zh-hk/store/ftrhk_4780_ZT,Email Not Found,3.7,368 reviews,"Shop 4-6, G/F & Lower Levels 1 & 2, 664 Nathan Rd, Mong Kok, Hong Kong",75,🔥 High Priority,New,No,2026-07-10 10:37:41,"Here's a persuasive cold email:

Subject: Elevate Your Brand's Visibility in Hong Kong with lightfantastic.tv

Dear Fortress Team,

I came across your Wai Fung Plaza store and was impressed by your excellent 3.7-star rating. As a sales representative at lightfantastic.tv, I'd like to introduce you to our innovative out-of-home advertising solution that can help further amplify your brand's presence in Hong Kong.

Our digital screens, strategically located across the city, provide an engaging platform for businesses like yours to showcase their brand, products, and services. With lightfantastic.tv, you can reach a wider audience, increase brand awareness, and drive foot traffic to your store.

During the upcoming Singles' Day period (5-11 Nov 2026), we're offering an exclusive promotion: HK$120,000 per window, a significant discount from our regular rate. This is a perfect opportunity to reserve a window and make a lasting impression on your target audience.

If you're interested in learning more about how lightfantastic.tv can benefit your business, please don't hesitate to reach out to us at hello@lightfantastic.tv. We'd be delighted to discuss your marketing goals and create a customized plan that suits your needs.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong. Put your brand on the streets of Hong Kong."
22,Mi Home (Chong Hing Square Store),+852 2698 8871,http://www.mi.com/hk/service/mihome/mongkok/,Email Not Found,4,5929 reviews,"地下D-F鋪, 601號 Nathan Rd, Mong Kok, Hong Kong",80,🔥 High Priority,New,No,2026-07-10 10:37:41,"Subject Line: Reach the Heart of Hong Kong's Shopping District with lightfantastic.tv

Dear Mi Home Team,

I came across your Chong Hing Square Store in Mong Kok and noticed the fantastic service you provide to your customers. As a business owner in one of Hong Kong's busiest shopping districts, I'm sure you're always looking for innovative ways to reach your target audience and drive sales.

At lightfantastic.tv, we offer a unique opportunity to put your brand on the streets of Hong Kong through our out-of-home advertising platform. Our large digital displays are strategically placed in prime locations, ensuring maximum visibility and engagement with potential customers. By partnering with us, you can increase brand awareness, drive foot traffic, and ultimately boost sales.

We'd like to offer you an exclusive deal to coincide with Singles' Day, from November 5th to 11th. For just HK$120,000 per window, you can reserve a spot on our screens and reach hundreds of thousands of people in the heart of Hong Kong's shopping district.

If you're interested in learning more about how lightfantastic.tv can help your business thrive, please don't hesitate to reach out to us at hello@lightfantastic.tv.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your brand on the streets of Hong Kong."
